date,demand,RRP,frac_at_neg_RRP,min_temperature,max_temperature,temp_ave,solar_exposure
11/10/2019,115250.505,114.6969754,0,9.5,18.9,14.2,17.5
12/10/2019,101053.365,93.12022349,0,8.2,20.4,14.3,20.1
13/10/2019,94744.7,90.16423585,0,9.4,23.1,16.25,19.6
14/10/2019,110290.12,119.0137926,0,13.6,26.7,20.15,20.2
15/10/2019,112052.12,123.2613285,0,13,18,15.5,20.6
16/10/2019,117533.72,116.3406692,0,13.3,20.4,16.85,11.4
17/10/2019,116690.04,92.4980437,0,9.5,15.2,12.35,9.6
18/10/2019,109857.485,76.31832856,0.020833334,7.3,22.1,14.7,23.2
19/10/2019,102032.495,67.01442281,0.104166664,9.4,15.3,12.35,15.8
20/10/2019,102684.515,87.53321242,0,10,16.4,13.2,14.7
21/10/2019,114502.07,111.6668677,0,11.5,17,14.25,19.6
22/10/2019,114108.545,111.449844,0,11.9,19.6,15.75,23.7
23/10/2019,114281.615,99.73613303,0,8.2,27.9,18.05,26
24/10/2019,115442.655,82.37009654,0,13,33.8,23.4,26.1
25/10/2019,109130.77,70.88468961,0,16.8,21.6,19.2,10
26/10/2019,96698.285,44.84928375,0.104166664,9.6,15.5,12.55,17.2
27/10/2019,102830.555,87.80824298,0,10.3,17,13.65,10.1
28/10/2019,112634.635,104.0916075,0,8.7,21.6,15.15,26.3
29/10/2019,111887.405,130.1986817,0,9.7,30.5,20.1,27
30/10/2019,117375.73,130.318312,0,13.8,25.1,19.45,27.2
31/10/2019,121752.875,89.65963518,0.020833334,14.2,33.7,23.95,25.5
1/11/2019,130510.905,90.3188415,0.020833334,20,34.3,27.15,22.8
2/11/2019,105806.825,90.79891252,0,15.8,18.9,17.35,2.2
3/11/2019,96867.015,72.3988408,0,12.8,20.7,16.75,7.8
4/11/2019,107279.84,79.09640417,0,9.5,16.2,12.85,11.2
5/11/2019,96817,66.47681474,0.0625,7.7,19.6,13.65,27.4
6/11/2019,104381.38,58.45195188,0.020833334,10.5,24.1,17.3,19.9
7/11/2019,115132.64,63.89768627,0,11.5,17.7,14.6,8.3
8/11/2019,113954.78,81.07754151,0,10.3,15,12.65,16.1
9/11/2019,108924.79,70.47488424,0,7.6,14.2,10.9,9.8
10/11/2019,101550.045,86.63900971,0,10.8,18.1,14.45,13.5
11/11/2019,106758.95,66.49132611,0,10,29.6,19.8,27.4
12/11/2019,104303.46,57.06984589,0,11.5,17.4,14.45,12.7
13/11/2019,112573.54,64.51938945,0.020833334,9.1,17.3,13.2,12
14/11/2019,109828.93,74.43626304,0,12.1,22.4,17.25,19.7
15/11/2019,110954.755,72.06559877,0,13,18.5,15.75,12.4
16/11/2019,97646.12,67.18721945,0.020833334,9.2,17.2,13.2,23.9
17/11/2019,96742.49,66.41186458,0,10.8,16.2,13.5,24.1
18/11/2019,109148.25,72.2810715,0,8.5,26.9,17.7,29.9
19/11/2019,112033.87,81.95589562,0,11.4,18.6,15,27.9
20/11/2019,119736.125,83.7632517,0,9.4,34.7,22.05,30.1
21/11/2019,131312,72.81531121,0,14,40.9,27.45,18.8
22/11/2019,109049.365,65.41297801,0,13.6,20,16.8,28.3
23/11/2019,97245.765,49.79429278,0,10.1,23.8,16.95,24.6
24/11/2019,96778.25,60.75544396,0,11.9,23.7,17.8,30.6
25/11/2019,113899.3,71.00111618,0,11.4,27.4,19.4,18
26/11/2019,107629.16,47.35059213,0,11.4,16.4,13.9,22.2
27/11/2019,108417.695,59.044675,0,8.6,24.8,16.7,31
28/11/2019,112735.875,70.20255196,0,11.4,21.1,16.25,30.7
29/11/2019,114799.91,79.60572907,0,11.9,19.7,15.8,21.9
30/11/2019,98959.56,51.05874163,0.0625,10.3,18.4,14.35,26.7
1/12/2019,100233.98,33.15486702,0.020833334,12.2,16.8,14.5,9.8
2/12/2019,110609.4,29.07038255,0.041666668,9.8,15.5,12.65,18.2
3/12/2019,109094.04,19.17095068,0.16666667,11,22.2,16.6,19.2
4/12/2019,107400.705,39.41504815,0.020833334,12.1,23,17.55,20.3
5/12/2019,107891.69,45.83032615,0.14583333,12.3,23.9,18.1,20.4
6/12/2019,105028.985,41.38035927,0.041666668,13.3,20.8,17.05,18.2
7/12/2019,95436.3,47.12307019,0.041666668,11.2,21,16.1,30.3
8/12/2019,97577.415,43.69041139,0.0625,13.8,27.6,20.7,30.8
9/12/2019,127910.835,62.71879257,0.125,16.3,38,27.15,28.6
10/12/2019,109548.62,48.33616468,0,14.3,17.2,15.75,22.2
11/12/2019,109060.375,57.73048537,0,13.4,18.1,15.75,21.8
12/12/2019,108599.065,41.64754349,0,13.4,18.4,15.9,22.7
13/12/2019,107070.61,58.51737364,0,11.4,20.9,16.15,24.8
14/12/2019,101239.235,65.76524835,0,14.1,20.1,17.1,10.4
15/12/2019,98723.45,50.93674307,0.041666668,15.1,21.7,18.4,16.4
16/12/2019,114400.065,73.60174913,0,13,22.6,17.8,21.7
17/12/2019,123999.07,83.08408218,0,12.6,26.3,19.45,29.5
18/12/2019,146990.89,95.80297192,0,15.9,40.1,28,29.3
19/12/2019,125050.61,71.95351192,0,17.2,23.3,20.25,29.3
20/12/2019,150553.4,243.8101596,0,13.7,43.5,28.6,31.4
21/12/2019,100632.475,44.94113626,0.020833334,16.9,20.2,18.55,28.3
22/12/2019,90145.615,34.67870591,0.041666668,13.1,19.6,16.35,31.5
23/12/2019,101818.025,47.19823427,0,12.1,20,16.05,29.2
24/12/2019,102168.93,57.33130511,0,14.1,24.5,19.3,31.4
25/12/2019,98312.745,42.25723939,0,14,27.9,20.95,32
26/12/2019,96120.525,41.25598668,0,16.5,20.5,18.5,26.2
27/12/2019,107256.065,56.12245133,0,13.6,23.9,18.75,31.6
28/12/2019,113521.685,63.2954493,0,16.7,28.4,22.55,20.6
29/12/2019,118293.525,87.68668878,0,16.8,33.2,25,31.9
30/12/2019,140410.125,295.8292019,0,19.7,40.8,30.25,18.8
31/12/2019,95410.39,46.25148392,0,15.3,21.2,18.25,29.3
1/01/2020,89077.855,50.92180276,0,11.8,24.9,18.35,31.6
2/01/2020,102988.185,69.54622563,0,12.8,25,18.9,31.6
3/01/2020,118922.215,65.43592156,0,13.7,36.6,25.15,30.7
4/01/2020,102245.61,28.04223073,0.14583333,18.6,26.8,22.7,22.8
5/01/2020,95671.2,18.87543557,0.27083334,12.7,16.7,14.7,5.1
6/01/2020,110253.59,56.10440026,0,11.9,18,14.95,2.7
7/01/2020,109336.56,59.42379013,0,12.6,20.1,16.35,7.7
8/01/2020,110038.625,53.31322981,0,16.8,23.8,20.3,26.9
9/01/2020,127365.59,86.98086498,0,17.9,31.9,24.9,29.8
10/01/2020,122533.88,65.48598559,0,20.1,32.9,26.5,10.1
11/01/2020,91886.605,22.78453983,0.1875,13.5,19.3,16.4,18.2
12/01/2020,91797.595,45.62791308,0,14.2,19.9,17.05,21.9
13/01/2020,119653.945,76.95247324,0,12.7,32.2,22.45,28.1
14/01/2020,137302.605,88.84765354,0,16.7,33.8,25.25,27.4
15/01/2020,137408.225,63.73047072,0,19.5,36.8,28.15,20.8
16/01/2020,109669.645,33.40442593,0.0625,15.7,19.6,17.65,18.6
17/01/2020,108108.175,39.50076193,0,14.4,24.8,19.6,24.4
18/01/2020,105946.34,52.05315547,0,13.9,29.4,21.65,27.2
19/01/2020,106921.555,60.34705595,0,17.5,25.5,21.5,23.9
20/01/2020,116291.535,45.35933548,0.020833334,19.1,21.8,20.45,8.8
21/01/2020,112128.195,53.56486954,0,14.8,23.5,19.15,28.4
22/01/2020,119287.15,45.15569085,0,14.1,31.7,22.9,12.4
23/01/2020,112254.83,-1.761423453,0.29166666,12.9,22.6,17.75,13.4
24/01/2020,109316.375,49.47943371,0,11.7,24.1,17.9,20.6
25/01/2020,102445.88,50.13282313,0,13,27.4,20.2,30
26/01/2020,101233.205,51.41502923,0,15.8,23.6,19.7,24
27/01/2020,103134.46,54.45308234,0,12.8,23.1,17.95,26.1
28/01/2020,116190.555,67.1738294,0,13.6,25.4,19.5,26.5
29/01/2020,129812.915,78.27234224,0,15.2,31.5,23.35,29.5
30/01/2020,154816.49,1044.447303,0,16.4,39.4,27.9,29.3
31/01/2020,170653.84,2809.437516,0,21.5,42.9,32.2,18.3
1/02/2020,131856.315,86.90860795,0,23.5,29.3,26.4,1.8
2/02/2020,97609.06,14.2356353,0.020833334,14.2,25.1,19.65,21
3/02/2020,105004.91,15.31077199,0.020833334,13.2,17.7,15.45,22.7
4/02/2020,107034.065,25.21209272,0.0625,11.3,19.7,15.5,28.6
5/02/2020,108988.44,42.116875,0,10.8,20.1,15.45,27.1
6/02/2020,120569.46,42.7660323,0,13.7,25.5,19.6,25
7/02/2020,120734.85,45.33242536,0,16.5,23.2,19.85,18.4
8/02/2020,107864.445,28.57090708,0,17.4,29.4,23.4,27.5
9/02/2020,103857.11,21.55549181,0.0625,19.6,28.2,23.9,19.9
10/02/2020,122975.46,50.80924218,0,18.5,27.7,23.1,15
11/02/2020,127110.58,61.28984085,0,19.5,25.9,22.7,19.1
12/02/2020,124618.565,53.24352505,0,19.1,27.7,23.4,17.3
13/02/2020,139137.185,79.01849432,0,19.4,31.7,25.55,26.7
14/02/2020,139855.63,79.50264397,0,20.3,33.7,27,10.6
15/02/2020,108300.635,55.67496226,0,18.9,19.3,19.1,2.4
16/02/2020,100904.27,47.00473539,0,16.9,26.4,21.65,23.8
17/02/2020,123351.845,64.10902188,0,15.2,25.6,20.4,26.4
18/02/2020,119178.12,60.59554515,0,17.6,21.8,19.7,7.3
19/02/2020,109375.215,51.44203692,0,13.3,19.7,16.5,12.9
20/02/2020,112202.145,58.36129092,0,14.2,18.7,16.45,15.2
21/02/2020,108949.055,48.65820337,0,13.5,19.6,16.55,17.1
22/02/2020,96922.02,42.23609358,0,11.4,21.1,16.25,25.4
23/02/2020,106129.665,51.31845616,0,13.3,34,23.65,21.6
24/02/2020,122619.055,57.23408318,0,16.8,23.7,20.25,5.4
25/02/2020,123558.425,60.55470181,0,18.4,31.6,25,10.6
26/02/2020,108371.125,45.06152522,0,16.2,19.2,17.7,19.3
27/02/2020,108675.4,48.54266915,0,11,19.7,15.35,11.1
28/02/2020,110006.97,50.30635286,0,13.1,20.1,16.6,17.6
29/02/2020,100380.94,51.28960873,0,14.7,22.4,18.55,22.8
1/03/2020,101413.145,43.74592103,0,13.2,32.1,22.65,20.8
2/03/2020,106359.955,52.72839509,0,14.2,18.4,16.3,21.1
3/03/2020,108746.37,49.78108973,0,14.7,19.5,17.1,15.9
4/03/2020,117505.625,58.52287051,0,13.6,23.5,18.55,7.1
5/03/2020,119734.635,57.03638211,0,15.4,20.3,17.85,4.3
6/03/2020,111322.325,53.73651471,0,15.9,19,17.45,12.7
7/03/2020,96850.78,28.02046621,0.020833334,15.4,20,17.7,17.1
8/03/2020,92553.29,17.91641531,0.041666668,13.9,22.4,18.15,19.5
9/03/2020,94641.7,22.04145155,0.083333336,12.3,21,16.65,19.7
10/03/2020,112142.54,48.05972395,0,10.3,22.3,16.3,21.9
11/03/2020,118830.14,44.36993675,0,12.6,29.5,21.05,15.7
12/03/2020,120272.775,39.12756574,0.083333336,16.6,29.5,23.05,19.5
13/03/2020,115075.81,40.12713492,0,19.1,26.8,22.95,7.3
14/03/2020,96016.19,29.13732578,0,13.1,17.9,15.5,12.3
15/03/2020,97664.935,31.65784001,0.020833334,12.7,18.8,15.75,10.2
16/03/2020,110586.815,46.67088405,0,9.3,26.5,17.9,20.6
17/03/2020,115254.185,52.45119827,0,11.6,28.2,19.9,19.9
18/03/2020,121127.145,51.29144223,0,17.7,28.3,23,9.1
19/03/2020,127266.86,47.56265955,0,18.7,30.4,24.55,8.2
20/03/2020,111547.605,40.76436769,0,16.1,22.7,19.4,12.6
21/03/2020,103999.335,47.45869875,0,14.6,18.4,16.5,10.8
22/03/2020,97449.685,34.6180548,0,12.1,18.3,15.2,15.2
23/03/2020,112906.945,44.639439,0,12.7,17.1,14.9,9.9
24/03/2020,114935.545,49.44768766,0,8.5,17.9,13.2,15.8
25/03/2020,113147.815,43.72083739,0,10.8,17.5,14.15,7.6
26/03/2020,110088.01,45.52124524,0,13.7,19.8,16.75,15.5
27/03/2020,111958.245,49.31850031,0,13.6,27.6,20.6,17.8
28/03/2020,97923.715,47.96327104,0,14.8,27.5,21.15,16.9
29/03/2020,95953.205,42.33862791,0,16.5,26.4,21.45,9.5
30/03/2020,107687.51,57.50297543,0,15.9,21.7,18.8,13.3
31/03/2020,109043.865,57.69019307,0,12.2,21.4,16.8,16.9
1/04/2020,110991.625,62.96751451,0,11,23.1,17.05,15.2
2/04/2020,116302.665,61.53701996,0,12.4,20.7,16.55,4.2
3/04/2020,104294.57,48.63677812,0,13.7,23.2,18.45,12
4/04/2020,101854.155,38.37596876,0,12.8,16.6,14.7,6.1
5/04/2020,105098.025,23.78090796,0.27083334,9.5,16.9,13.2,4.5
6/04/2020,118074.565,64.75585113,0,10.7,16.5,13.6,11.5
7/04/2020,118404.455,55.23438237,0,11.9,16.4,14.15,9.5
8/04/2020,108404.01,44.72939741,0,11.7,18.6,15.15,10.7
9/04/2020,108587.52,43.73804476,0,8.9,21.2,15.05,15.8
10/04/2020,94831.23,38.43550662,0.041666668,12.7,22,17.35,9.5
11/04/2020,92097.07,19.93410558,0.35416666,13,15.7,14.35,11.3
12/04/2020,101760.09,45.98205215,0,11,15.3,13.15,7.7
13/04/2020,100025.9,56.65741702,0,12.2,18.3,15.25,14.3
14/04/2020,107849.83,40.83855359,0,12.1,23.4,17.75,11.1
15/04/2020,104547.34,27.70599581,0,15.6,23.5,19.55,11.8
16/04/2020,106527.945,29.80144816,0,15.4,21.5,18.45,11.3
17/04/2020,106943.49,30.78270306,0,11.4,18.4,14.9,10.1
18/04/2020,106888.545,42.660865,0,12.9,16.4,14.65,7.9
19/04/2020,100737.835,35.70349081,0.041666668,11.2,19.4,15.3,11.3
20/04/2020,109168.595,25.61588931,0.20833333,12,20.8,16.4,8.1
21/04/2020,111417.63,33.03588516,0.083333336,8.5,19.6,14.05,9.8
22/04/2020,113506.01,37.88175157,0,12.8,18.2,15.5,8.8
23/04/2020,112872.88,20.49660012,0.104166664,9.6,19.7,14.65,9.7
24/04/2020,106565.295,26.64118007,0.020833334,15.1,22.3,18.7,12.7
25/04/2020,96845.12,17.64017408,0.22916667,10.5,21.7,16.1,10.4
26/04/2020,96572.935,13.5630558,0.35416666,15.4,17.7,16.55,6.6
27/04/2020,113471.83,33.03141097,0.041666668,8.1,18.1,13.1,12.5
28/04/2020,112124.06,19.56668786,0.22916667,7.1,18.9,13,10.4
29/04/2020,121307.84,32.2651911,0.25,11.2,19.8,15.5,3.6
30/04/2020,121353.33,30.41346278,0,8.9,15.5,12.2,5.4
1/05/2020,127238.875,24.12281687,0.14583333,7.6,13,10.3,5.1
2/05/2020,111665.725,22.87564402,0.125,8.3,14.2,11.25,6.2
3/05/2020,109669.355,36.48853238,0,9.8,15,12.4,8.3
4/05/2020,126892.26,53.06344078,0,9.4,14.8,12.1,7
5/05/2020,118839.095,33.51569984,0,8,19.5,13.75,11.6
6/05/2020,113214.27,17.0648778,0.20833333,10.2,20.1,15.15,9.7
7/05/2020,109642.755,15.23790152,0.22916667,15.1,21.1,18.1,6.2
8/05/2020,107914.055,30.69821921,0,12.6,19.6,16.1,10.7
9/05/2020,107786.255,22.46155133,0.083333336,12.6,14,13.3,5.4
10/05/2020,107555.19,36.45639626,0,7.2,14.5,10.85,9
11/05/2020,122550.945,37.85789836,0,7.8,17.1,12.45,7.5
12/05/2020,120767.795,29.43362339,0.083333336,10.3,14.8,12.55,8.5
13/05/2020,127145.14,43.43886852,0,10.4,14.5,12.45,8.9
14/05/2020,129285.09,48.11872607,0,6.6,14.7,10.65,9.8
15/05/2020,129112.45,51.07777502,0,4.5,15.3,9.9,10.8
16/05/2020,110420.89,46.52909504,0,4.5,18,11.25,10.7
17/05/2020,109774.425,47.15728156,0,5.1,18.5,11.8,10.6
18/05/2020,120076.645,44.49108574,0,5.5,19.4,12.45,10.5
19/05/2020,119789.97,44.37480596,0,8.1,17.7,12.9,4.9
20/05/2020,119803.985,40.05689067,0,10.3,15.8,13.05,7.8
21/05/2020,127563.61,58.07487611,0,9.4,13.7,11.55,6.6
22/05/2020,130472.2,69.66122064,0,9.1,13.6,11.35,7.8
23/05/2020,115234.32,40.60516447,0,9.4,13.5,11.45,5.8
24/05/2020,109579.82,39.99310228,0.020833334,10.9,13.8,12.35,7.9
25/05/2020,125532.575,46.78488884,0,5.5,16,10.75,10
26/05/2020,126788.835,46.7074665,0,5.4,18.5,11.95,9.4
27/05/2020,124189.8,50.44310686,0,5.9,17.1,11.5,7.8
28/05/2020,124062.485,65.36037865,0,12.1,17.6,14.85,6.7
29/05/2020,120072.09,50.14294437,0,7.2,17.1,12.15,9.6
30/05/2020,102231.77,21.75529586,0.104166664,8.1,17.1,12.6,9.3
31/05/2020,102684.59,30.29992998,0,12.4,17.8,15.1,8
1/06/2020,132039.705,35.15095713,0.083333336,9.3,11.2,10.25,2.6
2/06/2020,132710.36,40.30454693,0,8.4,15.6,12,4.9
3/06/2020,130801.825,46.17833796,0,10.5,14.1,12.3,7.3
4/06/2020,133322.025,52.41174158,0,9.3,13.8,11.55,9.3
5/06/2020,137368.465,62.03344383,0,4.1,14.6,9.35,9.4
6/06/2020,126427.92,51.80529968,0,6,13.3,9.65,6.6
7/06/2020,119524.41,52.5677437,0,7.9,11.8,9.85,6.3
8/06/2020,124792.975,64.9355269,0,4.5,12.6,8.55,8.8
9/06/2020,141571.295,134.7476148,0,2,15.3,8.65,9.3
10/06/2020,137795.795,121.1776674,0,3.9,16.7,10.3,8.8
11/06/2020,141444.445,99.91431747,0,4.5,16.9,10.7,9.1
12/06/2020,134684.585,50.25057404,0,4.2,15.3,9.75,9.2
13/06/2020,117394.455,31.44827161,0.041666668,5.7,16.4,11.05,3.4
14/06/2020,107553.005,24.87964662,0.041666668,10.4,15.2,12.8,8
15/06/2020,121221.455,26.0068805,0.041666668,11.6,18.4,15,8
16/06/2020,124473.67,34.23091122,0.083333336,13,17.9,15.45,6.7
17/06/2020,133969.69,66.78362319,0,10.2,14.6,12.4,8.5
18/06/2020,130437.325,35.14292887,0,4.6,16.9,10.75,9.1
19/06/2020,120149.435,30.51870659,0,6.4,17.8,12.1,8.6
20/06/2020,109644.695,34.0593321,0,12.8,16.9,14.85,8.5
21/06/2020,121528.375,36.99437852,0,6.9,12,9.45,4.9
22/06/2020,136373.435,45.89619048,0,8.1,13,10.55,5.5
23/06/2020,131904.745,48.98674317,0,9,14.4,11.7,8.4
24/06/2020,133100.905,56.72143583,0,10.1,14.9,12.5,8
25/06/2020,131466.24,39.91004036,0,10.2,15.9,13.05,5
26/06/2020,136872.56,55.53696115,0,7.9,13.8,10.85,8.8
27/06/2020,126938.54,48.3032828,0,6.2,13.1,9.65,7.9
28/06/2020,125830.75,49.19876027,0,1.7,12.5,7.1,9.3
29/06/2020,141431.99,42.72455245,0,2.2,15.4,8.8,9.3
30/06/2020,137644.865,32.46337485,0.020833334,3,15.2,9.1,7.7
1/07/2020,126614.72,33.15843237,0,9.8,17.4,13.6,9.1
2/07/2020,131372.71,37.36642631,0,10.2,15.1,12.65,7.3
3/07/2020,143010.27,43.51202037,0,7.7,10.3,9,4.1
4/07/2020,125400.27,50.02610058,0,6.5,14.5,10.5,5.7
5/07/2020,118507.76,50.7877126,0,8.9,12.5,10.7,6.5
6/07/2020,136255.335,75.96062272,0,8.1,13.1,10.6,5.8
7/07/2020,140264.52,88.33624266,0,8.9,11.8,10.35,4.8
8/07/2020,138627.11,80.38819689,0,4.9,15.7,10.3,9.4
9/07/2020,135266.165,70.71627991,0,5.7,17.2,11.45,8.5
10/07/2020,134041.23,67.7398805,0,6.4,16.9,11.65,7.9
11/07/2020,130088.95,81.92988413,0,7.3,11.4,9.35,3.3
12/07/2020,118837.05,61.71948241,0,9,14.2,11.6,8.3
13/07/2020,130119.41,61.12317036,0,8.7,15.1,11.9,7.4
14/07/2020,133668.935,61.11233617,0,7.7,14.2,10.95,7.6
15/07/2020,135296.8,68.56981008,0,6.2,14.7,10.45,9.4
16/07/2020,143158.89,86.65821645,0,4.2,11.5,7.85,8.7
17/07/2020,143109.355,73.81550841,0,3.1,12.8,7.95,7.4
18/07/2020,125303.885,43.53431853,0,4,12.5,8.25,8.3
19/07/2020,114065.32,31.20876798,0.125,8.2,15.3,11.75,7.6
20/07/2020,132894.41,58.02011972,0,7.6,13.8,10.7,8.2
21/07/2020,140086.105,95.13777966,0,7.2,12.9,10.05,8.1
22/07/2020,138666.105,93.87503029,0,8.1,13.3,10.7,8.4
23/07/2020,142476.365,103.9160215,0,8.1,12,10.05,7.5
24/07/2020,133822.7,61.44914004,0,6.1,13.5,9.8,10.5
25/07/2020,128417.22,72.0830116,0,4.3,12.2,8.25,9.6
26/07/2020,123014.555,69.92282946,0,5,12.8,8.9,7.2
27/07/2020,132571.33,59.48642642,0,7.4,13.5,10.45,7.3
28/07/2020,132720.395,59.04477848,0,9.6,15.6,12.6,8
29/07/2020,130547.735,67.52983163,0,8.6,16.3,12.45,9
30/07/2020,132583.64,63.22321802,0,8,14.2,11.1,11.3
31/07/2020,132105.75,73.08227616,0,3.4,17.1,10.25,11.3
1/08/2020,111590.65,47.91589475,0,5.7,16.4,11.05,11.1
2/08/2020,109935.335,50.24795698,0,9,18.2,13.6,11.7
3/08/2020,127930.355,47.6889717,0,7.5,16,11.75,10.2
4/08/2020,140042.145,49.18959504,0,5.1,10.5,7.8,10
5/08/2020,140205.295,55.46471438,0,4.7,11.3,8,9.6
6/08/2020,140835.175,69.43370924,0,5.5,12.8,9.15,10.8
7/08/2020,144062.61,60.11943198,0,3.3,12.7,8,5.8
8/08/2020,121119.265,53.51866097,0,4.7,14.9,9.8,7.2
9/08/2020,111165.955,45.52217119,0,8.9,15.8,12.35,10.2
10/08/2020,125959.75,53.42043452,0,5.7,14.8,10.25,12.7
11/08/2020,130141.225,42.32865173,0,4.3,15.8,10.05,10.3
12/08/2020,127945.31,58.62900738,0,9.4,15.9,12.65,10
13/08/2020,121914.44,52.32015788,0,11.4,18.1,14.75,11
14/08/2020,124640.09,69.84183616,0,10.7,18.1,14.4,7
15/08/2020,113755.18,52.51504329,0,7.4,14.9,11.15,13
16/08/2020,111034.745,58.425199,0,10.7,15,12.85,9.9
17/08/2020,121520.57,60.71057206,0,9.5,16.3,12.9,10.4
18/08/2020,119321.855,44.02416502,0,10,17.2,13.6,11.2
19/08/2020,129884.75,62.12320763,0,9.7,12.7,11.2,7.9
20/08/2020,123490.855,54.11355268,0,9.6,15.7,12.65,9.6
21/08/2020,125707.04,48.50830488,0,8.5,14.1,11.3,12.2
22/08/2020,127131.37,56.06549025,0,5.8,11.1,8.45,3.8
23/08/2020,117125.065,53.93795084,0,6.8,11.5,9.15,8.6
24/08/2020,134984.79,134.4884221,0,6.3,12.4,9.35,12.8
25/08/2020,138437.855,82.74421296,0,3.6,13,8.3,11.2
26/08/2020,129322.31,90.6668878,0,6.1,14.5,10.3,12.8
27/08/2020,119044.425,45.56437394,0,8.8,20.7,14.75,13.1
28/08/2020,118809.08,61.60884765,0,8.5,17.6,13.05,15.1
29/08/2020,100166.885,15.29224188,0.3125,9.2,19.3,14.25,15.6
30/08/2020,98917.175,9.421018531,0.4375,12,19.8,15.9,9
31/08/2020,121605.395,58.5526285,0,6.9,12.5,9.7,13.5
1/09/2020,119645.18,52.28162464,0,6.6,15.7,11.15,15.9
2/09/2020,113547.67,31.7696948,0.0625,8.6,22,15.3,12.1
3/09/2020,109327.46,25.56711429,0.125,12.9,19.9,16.4,13.5
4/09/2020,114865.645,37.04256916,0,9,17.3,13.15,12.7
5/09/2020,105534.01,49.7384538,0,9.7,16.6,13.15,15
6/09/2020,95865.14,26.51715961,0.22916667,6.9,19.2,13.05,16.9
7/09/2020,99778.2,18.90752412,0.20833333,8.8,22.9,15.85,17.1
8/09/2020,112421.09,35.90195556,0.104166664,16.6,19.9,18.25,4.8
9/09/2020,112140.47,37.01543366,0,8.1,15.6,11.85,14.8
10/09/2020,109328.335,31.15281617,0,5.4,21.4,13.4,17.5
11/09/2020,106643.05,22.38646877,0.29166666,10.4,19.4,14.9,13.4
12/09/2020,111644.6,34.26416783,0.041666668,13.3,16,14.65,4
13/09/2020,96225.91,28.32769033,0.104166664,11.9,17.2,14.55,16.5
14/09/2020,107196.61,41.85212803,0,11.1,16.6,13.85,18.1
15/09/2020,113008.77,44.30535805,0,7.4,15.8,11.6,18.3
16/09/2020,110807.72,34.96841219,0.125,7.1,22.8,14.95,17.4
17/09/2020,115643.44,34.6966765,0,11.8,15.5,13.65,9.4
18/09/2020,112335.7,40.83704346,0,8.4,18.7,13.55,13.6
19/09/2020,93384,24.26530783,0.125,11.3,26.3,18.8,17.1
20/09/2020,86891.23,23.05133479,0.27083334,17.1,22,19.55,16.7
21/09/2020,100977.95,34.25364192,0.020833334,16.6,19.8,18.2,13
22/09/2020,103200.64,25.92532279,0.14583333,12.3,18.9,15.6,16.8
23/09/2020,112412.445,34.21179457,0.020833334,10.6,15.1,12.85,12.3
24/09/2020,117535.715,51.7793561,0,8.2,15,11.6,13.9
25/09/2020,126354.68,53.42920966,0,7.2,11.9,9.55,7.2
26/09/2020,106694.965,33.44471011,0.083333336,6.2,13.4,9.8,15
27/09/2020,101703.49,57.92002876,0,8.8,13.4,11.1,20.9
28/09/2020,114651.14,59.74605347,0,6.5,13.6,10.05,18.3
29/09/2020,112076.46,42.12017751,0.041666668,4.3,21,12.65,18.4
30/09/2020,113620.21,38.05764052,0.020833334,10.7,19.4,15.05,13
1/10/2020,106641.79,34.65467056,0.125,9.4,19.5,14.45,21.2
2/10/2020,99585.835,-6.076028369,0.625,12.8,26,19.4,22
3/10/2020,92277.025,-1.983470633,0.5833333,17.4,29.4,23.4,19.8
4/10/2020,94081.565,25.0086136,0.0625,13.5,29.5,21.5,8.4
5/10/2020,113610.03,36.76470052,0.083333336,9.1,12.7,10.9,7.3
6/10/2020,122607.56,75.77105901,0,8.9,12.6,10.75,5.8
